ip,端口,延迟,速度
172.64.236.15,443,0,0.00
172.64.236.10,443,0,0.00
172.64.236.11,443,0,0.00
172.64.236.32,443,0,0.00
172.64.236.36,443,0,0.00
172.64.236.38,443,0,0.00
172.64.236.7,443,0,0.00
172.64.236.35,443,0,0.00
172.64.236.27,443,0,0.00
172.64.236.28,443,0,0.00
172.64.236.26,443,0,0.00
172.64.236.13,443,0,0.00
172.64.236.8,443,0,0.00
172.64.236.9,443,0,0.00
172.64.236.12,443,0,0.00
172.64.236.49,443,0,0.00
172.64.236.46,443,0,0.00
172.64.236.47,443,0,0.00
172.64.236.53,443,0,0.00
172.64.236.48,443,0,0.00
172.64.236.37,443,0,0.00
172.64.236.51,443,0,0.00
172.64.236.41,443,0,0.00
172.64.236.44,443,0,0.00
172.64.236.83,443,0,0.00
172.64.236.82,443,0,0.00
172.64.236.52,443,0,0.00
172.64.236.18,443,0,0.00
172.64.236.65,443,0,0.00
172.64.236.56,443,0,0.00
172.64.236.64,443,0,0.00
172.64.236.57,443,0,0.00
172.64.236.58,443,0,0.00
172.64.236.23,443,0,0.00
172.64.236.45,443,0,0.00
172.64.236.42,443,0,0.00
172.64.233.226,443,0,0.00
172.64.233.232,443,0,0.00
172.64.233.231,443,0,0.00
172.64.231.178,443,0,0.00
172.64.231.166,443,0,0.00
172.64.231.165,443,0,0.00
172.64.231.246,443,0,0.00
172.64.231.193,443,0,0.00
172.64.231.196,443,0,0.00
172.64.231.249,443,0,0.00
172.64.231.234,443,0,0.00
172.64.231.160,443,0,0.00
172.64.231.241,443,0,0.00
172.64.231.254,443,0,0.00
172.64.231.250,443,0,0.00
172.64.231.233,443,0,0.00
172.64.231.176,443,0,0.00
172.64.231.168,443,0,0.00
172.64.231.180,443,0,0.00
172.64.231.189,443,0,0.00
172.64.231.170,443,0,0.00
172.64.231.167,443,0,0.00
172.64.231.184,443,0,0.00
172.64.231.173,443,0,0.00
172.64.231.171,443,0,0.00
172.64.231.169,443,0,0.00
172.64.231.172,443,0,0.00
172.64.231.174,443,0,0.00
172.64.231.177,443,0,0.00
172.64.231.175,443,0,0.00
172.64.231.182,443,0,0.00
172.64.231.191,443,0,0.00
172.64.231.179,443,0,0.00
172.64.231.186,443,0,0.00
172.64.231.185,443,0,0.00
172.64.231.183,443,0,0.00
172.64.231.187,443,0,0.00
172.64.231.190,443,0,0.00
172.64.231.181,443,0,0.00
172.64.238.96,443,0,0.00
172.64.238.166,443,0,0.00
172.64.238.156,443,0,0.00
172.64.238.139,443,0,0.00
172.64.238.131,443,0,0.00
172.64.238.98,443,0,0.00
172.64.238.113,443,0,0.00
172.64.238.140,443,0,0.00
172.64.238.21,443,0,0.00
172.64.238.115,443,0,0.00
172.64.238.92,443,0,0.00
172.64.238.129,443,0,0.00
172.64.238.133,443,0,0.00
172.64.238.130,443,0,0.00
172.64.238.30,443,0,0.00
172.64.238.90,443,0,0.00
172.64.238.35,443,0,0.00
172.64.238.95,443,0,0.00
172.64.238.59,443,0,0.00
172.64.238.76,443,0,0.00
172.64.238.40,443,0,0.00
172.64.238.8,443,0,0.00
172.64.238.28,443,0,0.00
172.64.238.31,443,0,0.00
172.64.238.75,443,0,0.00
172.64.233.157,443,0,0.00
172.64.238.49,443,0,0.00
172.64.233.201,443,0,0.00
172.64.233.126,443,0,0.00
172.64.233.250,443,0,0.00
172.64.233.251,443,0,0.00
172.64.233.109,443,0,0.00
172.64.233.247,443,0,0.00
172.64.233.222,443,0,0.00
172.64.229.52,443,0,0.00
172.64.233.103,443,0,0.00
172.64.233.130,443,0,0.00
172.64.233.132,443,0,0.00
172.64.233.237,443,0,0.00
172.64.233.57,443,0,0.00
172.64.233.124,443,0,0.00
172.64.233.170,443,0,0.00
172.64.233.171,443,0,0.00
172.64.229.153,443,0,0.00
172.64.229.167,443,0,0.00
172.64.229.154,443,0,0.00
172.64.229.156,443,0,0.00
172.64.229.68,443,0,0.00
172.64.229.40,443,0,0.00
172.64.229.48,443,0,0.00
172.64.229.150,443,0,0.00
172.64.229.84,443,0,0.00
172.64.229.78,443,0,0.00
172.64.229.170,443,0,0.00
172.64.229.60,443,0,0.00
172.64.229.235,443,0,0.00
172.64.229.215,443,0,0.00
172.64.229.149,443,0,0.00
172.64.229.126,443,0,0.00
172.64.229.214,443,0,0.00
172.64.229.152,443,0,0.00
172.64.229.207,443,0,0.00
172.64.229.137,443,0,0.00
172.64.229.148,443,0,0.00
172.64.229.103,443,0,0.00
172.64.229.212,443,0,0.00
172.64.229.105,443,0,0.00
172.64.229.183,443,0,0.00
172.64.229.132,443,0,0.00
172.64.229.163,443,0,0.00
172.64.229.159,443,0,0.00
172.64.229.135,443,0,0.00
172.64.229.158,443,0,0.00
172.64.229.127,443,0,0.00
172.64.229.143,443,0,0.00
172.64.229.211,443,0,0.00
172.64.229.138,443,0,0.00
172.64.229.107,443,0,0.00
172.64.229.161,443,0,0.00
172.64.229.210,443,0,0.00
172.64.229.109,443,0,0.00
172.64.229.160,443,0,0.00
172.64.229.76,443,0,0.00
172.64.229.209,443,0,0.00
172.64.229.144,443,0,0.00
172.64.229.133,443,0,0.00
172.64.229.141,443,0,0.00
172.64.229.121,443,0,0.00
172.64.229.162,443,0,0.00
172.64.229.35,443,0,0.00
172.64.229.166,443,0,0.00
172.64.229.165,443,0,0.00
172.64.229.134,443,0,0.00
172.64.229.117,443,0,0.00
172.64.229.122,443,0,0.00
172.64.229.119,443,0,0.00
172.64.229.118,443,0,0.00
172.64.229.187,443,0,0.00
172.64.229.130,443,0,0.00
172.64.229.120,443,0,0.00
172.64.229.125,443,0,0.00
172.64.229.129,443,0,0.00
172.64.229.112,443,0,0.00
172.64.229.131,443,0,0.00
172.64.229.128,443,0,0.00
172.64.229.136,443,0,0.00
172.64.229.115,443,0,0.00
172.64.229.116,443,0,0.00
172.64.229.111,443,0,0.00
172.64.229.108,443,0,0.00
172.64.229.124,443,0,0.00
172.64.229.123,443,0,0.00
172.64.229.114,443,0,0.00
172.64.229.49,443,0,0.00
172.64.229.32,443,0,0.00
172.64.229.104,443,0,0.00
172.64.229.74,443,0,0.00
172.64.229.185,443,0,0.00
172.64.229.89,443,0,0.00
172.64.229.93,443,0,0.00
172.64.229.28,443,0,0.00
172.64.229.2,443,0,0.00
172.64.201.14,443,0,0.00
172.64.201.10,443,0,0.00
172.64.201.11,443,0,0.00
172.64.201.7,443,0,0.00
172.64.201.4,443,0,0.00
172.64.201.15,443,0,0.00
172.64.201.12,443,0,0.00
172.64.201.13,443,0,0.00
172.64.194.207,443,0,0.00
172.64.194.167,443,0,0.00
172.64.195.12,443,0,0.00
172.64.195.9,443,0,0.00
172.64.195.7,443,0,0.00
172.64.195.8,443,0,0.00
172.64.195.11,443,0,0.00
172.64.195.13,443,0,0.00
172.64.195.64,443,0,0.00
172.64.195.80,443,0,0.00
172.64.195.81,443,0,0.00
172.64.195.68,443,0,0.00
172.64.195.65,443,0,0.00
172.64.195.72,443,0,0.00
172.64.195.82,443,0,0.00
172.64.195.78,443,0,0.00
172.64.195.83,443,0,0.00
172.64.195.70,443,0,0.00
172.64.195.77,443,0,0.00
172.64.195.67,443,0,0.00
172.64.195.76,443,0,0.00
172.64.195.62,443,0,0.00
172.64.195.71,443,0,0.00
172.64.195.103,443,0,0.00
172.64.195.59,443,0,0.00
172.64.195.66,443,0,0.00
172.64.195.74,443,0,0.00
172.64.195.69,443,0,0.00
172.64.195.61,443,0,0.00
172.64.195.102,443,0,0.00
172.64.195.60,443,0,0.00
172.64.195.75,443,0,0.00
172.64.195.73,443,0,0.00
172.64.195.207,443,0,0.00
172.64.194.149,443,0,0.00
172.64.194.173,443,0,0.00
172.64.194.177,443,0,0.00
172.64.194.175,443,0,0.00
172.64.194.176,443,0,0.00
172.64.194.159,443,0,0.00
172.64.194.125,443,0,0.00
172.64.195.20,443,0,0.00
172.64.168.138,443,0,0.00
172.64.169.142,443,0,0.00
172.64.168.139,443,0,0.00
172.64.168.132,443,0,0.00
172.64.174.94,443,0,0.00
172.64.174.93,443,0,0.00
172.64.174.92,443,0,0.00
172.64.174.90,443,0,0.00
172.64.174.91,443,0,0.00
172.64.157.127,443,0,0.00
172.64.158.181,443,0,0.00
172.64.158.182,443,0,0.00
172.64.158.176,443,0,0.00
172.64.157.88,443,0,0.00
172.64.162.155,443,0,0.00
172.64.162.186,443,0,0.00
172.64.162.103,443,0,0.00
172.64.162.122,443,0,0.00
172.64.162.160,443,0,0.00
172.64.162.167,443,0,0.00
172.64.162.166,443,0,0.00
172.64.162.112,443,0,0.00
172.64.162.110,443,0,0.00
172.64.162.107,443,0,0.00
172.64.162.106,443,0,0.00
172.64.163.85,443,0,0.00
172.64.163.74,443,0,0.00
172.64.163.91,443,0,0.00
172.64.155.80,443,0,0.00
172.64.154.124,443,0,0.00
172.64.154.126,443,0,0.00
172.64.154.125,443,0,0.00
172.64.153.223,443,0,0.00
172.64.153.222,443,0,0.00
172.64.152.231,443,0,0.00
172.64.152.236,443,0,0.00
172.64.152.234,443,0,0.00
172.64.155.74,443,0,0.00
172.64.155.71,443,0,0.00
172.64.155.75,443,0,0.00
172.64.155.78,443,0,0.00
172.64.155.82,443,0,0.00
172.64.155.68,443,0,0.00
172.64.152.64,443,0,0.00
172.64.136.81,443,0,0.00
172.64.136.68,443,0,0.00
172.64.136.94,443,0,0.00
172.64.136.66,443,0,0.00
172.64.136.74,443,0,0.00
172.64.136.79,443,0,0.00
172.64.136.70,443,0,0.00
172.64.136.88,443,0,0.00
172.64.136.82,443,0,0.00
172.64.136.93,443,0,0.00
172.64.136.80,443,0,0.00
172.64.136.75,443,0,0.00
172.64.136.91,443,0,0.00
172.64.136.98,443,0,0.00
172.64.136.78,443,0,0.00
172.64.136.71,443,0,0.00
172.64.131.21,443,0,0.00
172.64.128.99,443,0,0.00
172.64.128.105,443,0,0.00
172.64.128.98,443,0,0.00
172.64.128.100,443,0,0.00
172.64.128.96,443,0,0.00
172.64.134.23,443,0,0.00
172.64.132.221,443,0,0.00
172.64.132.252,443,0,0.00
172.64.130.74,443,0,0.00
172.64.131.105,443,0,0.00
172.64.130.86,443,0,0.00
172.64.131.123,443,0,0.00
172.64.131.118,443,0,0.00
172.64.131.108,443,0,0.00
172.64.131.106,443,0,0.00
172.64.131.248,443,0,0.00
172.64.131.129,443,0,0.00
172.64.131.102,443,0,0.00
172.64.131.136,443,0,0.00
172.64.131.111,443,0,0.00
172.64.131.169,443,0,0.00
172.64.131.145,443,0,0.00
172.64.131.174,443,0,0.00
172.64.131.144,443,0,0.00
172.64.131.150,443,0,0.00
172.64.131.149,443,0,0.00
172.64.131.139,443,0,0.00
172.64.131.153,443,0,0.00
172.64.131.147,443,0,0.00
172.64.130.235,443,0,0.00
172.64.130.120,443,0,0.00
172.64.130.187,443,0,0.00
172.64.130.189,443,0,0.00
172.64.130.183,443,0,0.00
172.64.131.60,443,0,0.00
172.64.130.188,443,0,0.00
172.64.131.61,443,0,0.00
172.64.131.66,443,0,0.00
172.64.130.83,443,0,0.00
172.64.130.185,443,0,0.00
172.64.130.182,443,0,0.00
172.64.131.47,443,0,0.00
172.64.130.204,443,0,0.00
172.64.130.100,443,0,0.00
172.64.130.210,443,0,0.00
172.64.130.108,443,0,0.00
172.64.130.202,443,0,0.00
172.64.130.113,443,0,0.00
172.64.130.205,443,0,0.00
172.64.130.106,443,0,0.00
172.64.130.107,443,0,0.00
172.64.130.117,443,0,0.00
172.64.130.104,443,0,0.00
172.64.130.112,443,0,0.00
172.64.130.109,443,0,0.00
172.64.130.24,443,0,0.00
172.64.129.186,443,0,0.00
172.64.130.115,443,0,0.00
172.64.129.221,443,0,0.00
172.64.129.247,443,0,0.00
172.64.130.22,443,0,0.00
172.64.130.33,443,0,0.00
172.64.129.191,443,0,0.00
172.64.129.244,443,0,0.00
172.64.130.20,443,0,0.00
172.64.129.242,443,0,0.00
172.64.129.92,443,0,0.00
172.64.129.189,443,0,0.00
172.64.129.103,443,0,0.00
172.64.129.172,443,0,0.00
172.64.129.167,443,0,0.00
172.64.129.90,443,0,0.00
172.64.129.159,443,0,0.00
172.64.129.153,443,0,0.00
172.64.129.165,443,0,0.00
172.64.129.163,443,0,0.00
172.64.129.109,443,0,0.00
172.64.129.168,443,0,0.00
172.64.129.169,443,0,0.00
172.64.129.190,443,0,0.00
172.64.129.171,443,0,0.00
172.64.129.105,443,0,0.00
172.64.129.99,443,0,0.00
172.64.129.209,443,0,0.00
172.64.129.173,443,0,0.00
172.64.129.188,443,0,0.00
172.64.129.175,443,0,0.00
172.64.129.187,443,0,0.00
172.64.129.107,443,0,0.00
172.64.129.197,443,0,0.00
172.64.129.210,443,0,0.00
172.64.129.207,443,0,0.00
172.64.129.213,443,0,0.00
172.64.129.89,443,0,0.00
172.64.129.202,443,0,0.00
172.64.129.206,443,0,0.00
172.64.129.201,443,0,0.00
172.64.129.204,443,0,0.00
172.64.129.93,443,0,0.00
172.64.129.97,443,0,0.00
172.64.129.161,443,0,0.00
172.64.129.205,443,0,0.00
172.64.129.102,443,0,0.00
172.64.129.158,443,0,0.00
172.64.129.108,443,0,0.00
172.64.129.170,443,0,0.00
172.64.129.106,443,0,0.00
172.64.129.156,443,0,0.00
172.64.129.157,443,0,0.00
172.64.129.88,443,0,0.00
172.64.129.208,443,0,0.00
172.64.130.3,443,0,0.00
172.64.129.166,443,0,0.00
172.64.129.195,443,0,0.00
172.64.129.160,443,0,0.00
172.64.129.164,443,0,0.00
172.64.129.95,443,0,0.00
172.64.129.155,443,0,0.00
172.64.129.249,443,0,0.00
172.64.129.110,443,0,0.00
172.64.129.96,443,0,0.00
172.64.129.184,443,0,0.00
172.64.129.203,443,0,0.00
172.64.129.212,443,0,0.00
172.64.129.94,443,0,0.00
172.64.129.214,443,0,0.00
172.64.129.104,443,0,0.00
172.64.129.101,443,0,0.00
172.64.129.7,443,0,0.00
172.64.129.39,443,0,0.00
172.64.129.24,443,0,0.00
172.64.129.17,443,0,0.00
172.64.128.156,443,0,0.00
172.64.129.23,443,0,0.00
172.64.128.216,443,0,0.00
172.64.128.219,443,0,0.00
172.64.128.221,443,0,0.00
172.64.128.225,443,0,0.00
172.64.128.217,443,0,0.00
172.64.128.229,443,0,0.00
172.64.129.20,443,0,0.00
172.64.129.32,443,0,0.00
172.64.129.22,443,0,0.00
172.64.128.150,443,0,0.00
172.64.128.224,443,0,0.00
172.64.128.218,443,0,0.00
172.64.128.157,443,0,0.00
172.64.128.223,443,0,0.00
172.64.128.248,443,0,0.00
172.64.128.139,443,0,0.00
172.64.128.227,443,0,0.00
172.64.129.16,443,0,0.00
172.64.128.138,443,0,0.00
172.64.129.13,443,0,0.00
172.64.129.14,443,0,0.00
172.64.129.19,443,0,0.00
172.64.129.12,443,0,0.00
172.64.128.188,443,0,0.00
172.64.128.22,443,0,0.00
172.64.128.24,443,0,0.00
172.64.128.23,443,0,0.00
172.64.128.21,443,0,0.00
172.64.128.103,443,0,0.00
172.64.128.101,443,0,0.00
172.64.128.104,443,0,0.00
172.64.132.251,443,0,0.00
172.64.132.132,443,0,0.00
172.64.132.243,443,0,0.00
172.64.132.139,443,0,0.00
172.64.132.135,443,0,0.00
172.64.132.246,443,0,0.00
172.64.132.248,443,0,0.00
172.64.132.134,443,0,0.00
172.64.132.171,443,0,0.00
172.64.132.54,443,0,0.00
172.64.132.133,443,0,0.00
172.64.132.173,443,0,0.00
172.64.132.129,443,0,0.00
172.64.132.47,443,0,0.00
172.64.132.21,443,0,0.00
172.64.132.172,443,0,0.00
172.64.131.226,443,0,0.00
172.64.132.38,443,0,0.00
172.64.132.39,443,0,0.00
172.64.132.53,443,0,0.00
172.64.132.41,443,0,0.00
172.64.132.45,443,0,0.00
172.64.132.56,443,0,0.00
172.64.132.51,443,0,0.00
172.64.132.42,443,0,0.00
172.64.132.36,443,0,0.00
172.64.132.34,443,0,0.00
172.64.132.44,443,0,0.00
172.64.132.37,443,0,0.00
172.64.132.48,443,0,0.00
172.64.132.33,443,0,0.00
172.64.132.46,443,0,0.00
172.64.132.49,443,0,0.00
172.64.132.55,443,0,0.00
172.64.132.50,443,0,0.00
172.64.132.35,443,0,0.00
172.64.131.156,443,0,0.00
172.64.131.182,443,0,0.00
172.64.131.173,443,0,0.00
172.64.132.5,443,0,0.00
172.64.132.4,443,0,0.00
172.64.132.3,443,0,0.00
172.64.131.185,443,0,0.00
172.64.131.184,443,0,0.00
172.64.131.176,443,0,0.00
172.64.131.165,443,0,0.00
172.64.131.181,443,0,0.00
172.64.131.178,443,0,0.00
172.64.131.179,443,0,0.00
172.64.131.171,443,0,0.00
172.64.131.186,443,0,0.00
172.64.131.187,443,0,0.00
172.64.131.170,443,0,0.00
172.64.132.1,443,0,0.00
172.64.131.189,443,0,0.00
172.64.131.183,443,0,0.00
172.64.131.199,443,0,0.00
172.64.131.175,443,0,0.00
172.64.131.167,443,0,0.00
172.64.131.177,443,0,0.00
172.64.131.172,443,0,0.00
172.64.131.180,443,0,0.00
172.64.131.168,443,0,0.00
172.64.131.152,443,0,0.00
172.64.131.151,443,0,0.00
172.64.131.148,443,0,0.00
172.64.131.141,443,0,0.00
172.64.129.8,443,0,0.00
172.64.129.11,443,0,0.00
172.64.128.137,443,0,0.00
172.64.129.21,443,0,0.00
172.64.128.25,443,0,0.00
172.64.128.117,443,0,0.00
172.64.128.20,443,0,0.00
172.64.105.43,443,0,0.00
172.64.105.40,443,0,0.00
172.64.105.34,443,0,0.00
172.64.105.51,443,0,0.00
172.64.105.24,443,0,0.00
172.64.105.45,443,0,0.00
172.64.105.44,443,0,0.00
172.64.105.38,443,0,0.00
172.64.101.199,443,0,0.00
172.64.101.79,443,0,0.00
172.64.98.241,443,0,0.00
172.64.99.17,443,0,0.00
172.64.103.221,443,0,0.00
172.64.103.234,443,0,0.00
172.64.103.212,443,0,0.00
172.64.87.133,443,0,0.00
172.64.87.132,443,0,0.00
172.64.84.177,443,0,0.00
172.64.84.160,443,0,0.00
172.64.84.133,443,0,0.00
172.64.84.163,443,0,0.00
172.64.84.131,443,0,0.00
172.64.84.123,443,0,0.00
172.64.84.156,443,0,0.00
172.64.84.125,443,0,0.00
172.64.84.130,443,0,0.00
172.64.84.128,443,0,0.00
172.64.84.132,443,0,0.00
172.64.84.126,443,0,0.00
172.64.84.135,443,0,0.00
172.64.84.153,443,0,0.00
172.64.84.152,443,0,0.00
172.64.84.162,443,0,0.00
172.64.84.159,443,0,0.00
172.64.84.154,443,0,0.00
172.64.84.157,443,0,0.00
172.64.84.148,443,0,0.00
172.64.84.151,443,0,0.00
172.64.84.155,443,0,0.00
172.64.84.161,443,0,0.00
172.64.84.149,443,0,0.00
172.64.84.127,443,0,0.00
172.64.83.168,443,0,0.00
172.64.83.169,443,0,0.00
172.64.82.240,443,0,0.00
172.64.83.65,443,0,0.00
172.64.82.224,443,0,0.00
172.64.82.227,443,0,0.00
172.64.83.40,443,0,0.00
172.64.82.241,443,0,0.00
172.64.82.223,443,0,0.00
172.64.82.215,443,0,0.00
172.64.82.243,443,0,0.00
172.64.82.222,443,0,0.00
172.64.82.237,443,0,0.00
172.64.78.11,443,0,0.00
172.64.78.16,443,0,0.00
172.64.78.80,443,0,0.00
172.64.78.76,443,0,0.00
172.64.82.131,443,0,0.00
172.64.82.122,443,0,0.00
172.64.82.132,443,0,0.00
172.64.82.127,443,0,0.00
172.64.82.130,443,0,0.00
172.64.82.133,443,0,0.00
172.64.82.134,443,0,0.00
172.64.82.129,443,0,0.00
172.64.78.17,443,0,0.00
172.64.78.7,443,0,0.00
172.64.84.26,443,0,0.00
172.64.84.30,443,0,0.00
172.64.84.29,443,0,0.00
172.64.84.34,443,0,0.00
172.64.83.252,443,0,0.00
172.64.84.32,443,0,0.00
172.64.84.2,443,0,0.00
172.64.84.33,443,0,0.00
172.64.84.28,443,0,0.00
172.64.83.253,443,0,0.00
172.64.83.161,443,0,0.00
172.64.83.160,443,0,0.00
172.64.83.158,443,0,0.00
172.64.83.156,443,0,0.00
172.64.83.149,443,0,0.00
172.64.83.152,443,0,0.00
172.64.83.153,443,0,0.00
172.64.83.150,443,0,0.00
172.64.83.147,443,0,0.00
172.64.83.148,443,0,0.00
172.64.83.151,443,0,0.00
172.64.83.116,443,0,0.00
172.64.83.112,443,0,0.00
172.64.83.117,443,0,0.00
172.64.82.246,443,0,0.00
172.64.78.31,443,0,0.00
172.64.78.146,443,0,0.00
172.64.78.18,443,0,0.00
172.64.78.52,443,0,0.00
172.64.78.42,443,0,0.00
172.64.78.77,443,0,0.00
172.64.78.71,443,0,0.00
172.64.84.27,443,0,0.00
172.64.84.6,443,0,0.00
172.64.84.18,443,0,0.00
172.64.84.20,443,0,0.00
172.64.84.21,443,0,0.00
172.64.84.23,443,0,0.00
172.64.84.22,443,0,0.00
172.64.82.135,443,0,0.00
172.64.84.24,443,0,0.00
172.64.84.19,443,0,0.00
172.64.84.16,443,0,0.00
172.64.84.15,443,0,0.00
172.64.82.10,443,0,0.00
172.64.82.5,443,0,0.00
172.64.81.55,443,0,0.00
172.64.80.240,443,0,0.00
172.64.80.249,443,0,0.00
172.64.80.251,443,0,0.00
172.64.80.248,443,0,0.00
172.64.80.253,443,0,0.00
172.64.69.67,443,0,0.00
172.64.69.70,443,0,0.00
172.64.69.69,443,0,0.00
172.64.69.48,443,0,0.00
172.64.69.97,443,0,0.00
172.64.69.68,443,0,0.00
172.64.69.71,443,0,0.00
172.64.69.46,443,0,0.00
172.64.69.47,443,0,0.00
172.64.69.51,443,0,0.00
172.64.69.50,443,0,0.00
172.64.69.44,443,0,0.00
172.64.69.49,443,0,0.00
172.64.69.52,443,0,0.00
172.64.48.108,443,0,0.00
172.64.48.97,443,0,0.00
172.64.48.56,443,0,0.00
172.64.48.101,443,0,0.00
172.64.48.99,443,0,0.00
172.64.48.100,443,0,0.00
172.64.48.95,443,0,0.00
172.64.48.44,443,0,0.00
172.64.48.14,443,0,0.00
172.64.48.28,443,0,0.00
172.64.48.7,443,0,0.00
172.64.48.27,443,0,0.00
172.64.48.54,443,0,0.00
172.64.48.29,443,0,0.00
172.64.48.17,443,0,0.00
172.64.48.34,443,0,0.00
172.64.48.9,443,0,0.00
172.64.48.18,443,0,0.00
172.64.48.10,443,0,0.00
172.64.48.19,443,0,0.00
172.64.48.26,443,0,0.00
172.64.48.51,443,0,0.00
172.64.48.58,443,0,0.00
172.64.48.77,443,0,0.00
172.64.48.55,443,0,0.00
172.64.48.24,443,0,0.00
172.64.48.11,443,0,0.00
172.64.48.22,443,0,0.00
172.64.48.50,443,0,0.00
172.64.48.6,443,0,0.00
172.64.48.16,443,0,0.00
172.64.48.20,443,0,0.00
172.64.48.15,443,0,0.00
172.64.48.143,443,0,0.00
172.64.48.25,443,0,0.00
172.64.48.13,443,0,0.00
172.64.48.21,443,0,0.00
172.64.48.8,443,0,0.00
172.64.48.12,443,0,0.00
172.64.48.53,443,0,0.00
172.64.48.1,443,0,0.00
172.64.48.102,443,0,0.00
172.64.48.49,443,0,0.00
172.64.48.41,443,0,0.00
172.64.48.4,443,0,0.00
172.64.53.203,443,0,0.00
172.64.52.15,443,0,0.00
172.64.53.192,443,0,0.00
172.64.53.180,443,0,0.00
172.64.53.227,443,0,0.00
172.64.53.229,443,0,0.00
172.64.53.235,443,0,0.00
172.64.53.223,443,0,0.00
172.64.53.190,443,0,0.00
172.64.53.191,443,0,0.00
172.64.53.96,443,0,0.00
172.64.53.186,443,0,0.00
172.64.53.147,443,0,0.00
172.64.50.253,443,0,0.00
172.64.48.106,443,0,0.00
172.64.48.43,443,0,0.00
172.64.48.110,443,0,0.00
172.64.48.109,443,0,0.00
172.64.48.193,443,0,0.00
172.64.53.236,443,0,0.00
172.64.53.200,443,0,0.00
172.64.53.245,443,0,0.00
172.64.53.183,443,0,0.00
172.64.53.163,443,0,0.00
172.64.53.234,443,0,0.00
172.64.53.182,443,0,0.00
172.64.53.189,443,0,0.00
172.64.53.177,443,0,0.00
172.64.53.188,443,0,0.00
172.64.53.202,443,0,0.00
172.64.53.176,443,0,0.00
172.64.53.179,443,0,0.00
172.64.53.170,443,0,0.00
172.64.53.166,443,0,0.00
172.64.53.173,443,0,0.00
172.64.53.184,443,0,0.00
172.64.53.181,443,0,0.00
172.64.53.162,443,0,0.00
172.64.53.168,443,0,0.00
172.64.53.178,443,0,0.00
172.64.53.171,443,0,0.00
172.64.53.174,443,0,0.00
172.64.53.172,443,0,0.00
172.64.53.175,443,0,0.00
172.64.53.123,443,0,0.00
172.64.53.120,443,0,0.00
172.64.53.115,443,0,0.00
172.64.53.119,443,0,0.00
172.64.53.165,443,0,0.00
172.64.53.99,443,0,0.00
172.64.53.114,443,0,0.00
172.64.53.110,443,0,0.00
172.64.53.113,443,0,0.00
172.64.53.117,443,0,0.00
172.64.53.121,443,0,0.00
172.64.53.118,443,0,0.00
172.64.53.116,443,0,0.00
172.64.53.111,443,0,0.00
172.64.53.112,443,0,0.00
172.64.53.195,443,0,0.00
172.64.53.197,443,0,0.00
172.64.53.140,443,0,0.00
172.64.53.21,443,0,0.00
172.64.53.20,443,0,0.00
172.64.53.17,443,0,0.00
172.64.53.143,443,0,0.00
172.64.53.141,443,0,0.00
172.64.53.19,443,0,0.00
172.64.53.22,443,0,0.00
172.64.52.241,443,0,0.00
172.64.52.30,443,0,0.00
172.64.52.123,443,0,0.00
172.64.52.143,443,0,0.00
172.64.52.111,443,0,0.00
172.64.52.120,443,0,0.00
172.64.52.115,443,0,0.00
172.64.52.99,443,0,0.00
172.64.50.201,443,0,0.00
172.64.52.112,443,0,0.00
172.64.52.114,443,0,0.00
172.64.52.113,443,0,0.00
172.64.52.82,443,0,0.00
172.64.50.222,443,0,0.00
172.64.50.215,443,0,0.00
172.64.50.199,443,0,0.00
172.64.50.56,443,0,0.00
172.64.50.248,443,0,0.00
172.64.50.252,443,0,0.00
172.64.50.203,443,0,0.00
172.64.50.206,443,0,0.00
172.64.50.52,443,0,0.00
172.64.50.54,443,0,0.00
172.64.50.53,443,0,0.00
172.64.50.51,443,0,0.00
172.64.50.197,443,0,0.00
172.64.50.144,443,0,0.00
172.64.50.47,443,0,0.00
172.64.50.45,443,0,0.00
172.64.50.44,443,0,0.00
172.64.50.117,443,0,0.00
172.64.50.43,443,0,0.00
172.64.50.150,443,0,0.00
172.64.50.46,443,0,0.00
172.64.50.143,443,0,0.00
172.64.50.149,443,0,0.00
172.64.50.141,443,0,0.00
172.64.49.149,443,0,0.00
172.64.49.151,443,0,0.00
172.64.50.139,443,0,0.00
172.64.49.155,443,0,0.00
172.64.49.150,443,0,0.00
172.64.49.152,443,0,0.00
172.64.49.132,443,0,0.00
172.64.49.134,443,0,0.00
172.64.49.136,443,0,0.00
172.64.49.147,443,0,0.00
172.64.49.133,443,0,0.00
172.64.49.157,443,0,0.00
172.64.49.154,443,0,0.00
172.64.49.126,443,0,0.00
172.64.49.131,443,0,0.00
172.64.49.127,443,0,0.00
172.64.49.144,443,0,0.00
172.64.49.124,443,0,0.00
172.64.49.28,443,0,0.00
172.64.49.129,443,0,0.00
172.64.48.202,443,0,0.00
172.64.48.204,443,0,0.00
172.64.49.81,443,0,0.00
172.64.48.116,443,0,0.00
172.64.48.156,443,0,0.00
172.64.48.205,443,0,0.00
172.64.48.199,443,0,0.00
172.64.48.201,443,0,0.00
172.64.48.203,443,0,0.00
172.64.48.67,443,0,0.00
172.64.48.114,443,0,0.00
172.64.48.194,443,0,0.00
172.64.48.57,443,0,0.00
172.64.48.161,443,0,0.00
172.64.48.3,443,0,0.00
172.64.48.104,443,0,0.00
172.64.48.113,443,0,0.00
172.64.48.115,443,0,0.00
172.64.48.111,443,0,0.00
172.64.48.112,443,0,0.00
172.64.48.107,443,0,0.00
